title,subtopic,relevant_content
Talk:Arms industry,[[Arms_exports#Ethical_dimension|Ethical dimension]] section,"This section reads like nothing more than editorialising and moralising, and can hardly be considered [[NPOV]]. [[Special:Contributions/128.104.49.177|128.104.49.177]] ([[User talk:128.104.49.177|talk]]) 03:43, 31 October 2009 (UTC)"
Talk:Arms industry,Merge with [[Defense industry]] ?,"These two articles seem similar. Merge? [[User:TGCP|TGCP]] ([[User talk:TGCP|talk]]) 10:45, 4 May 2010 (UTC)  These articles could be merged however I wouldn't want the main title to be 'defence industry' since conflict doesn't begin with defence, it begins with attack. It's misleading and neutering to call the trade a defence industry. [[User:Mrgauntlett|Mrgauntlett]] ([[User talk:Mrgauntlett|talk]]) 19:59, 16 June 2015 (UTC)"
Talk:Arms industry,Naval systems picture,"No country specific picture? Having either a US ship or a Turkish ship, you are not going to avoid a country specific picture (unless you have a picture of several ships from different nations). So why did I replace the previous picture? The opening collage is dominated by US images. A US ship under naval systems makes this article even more US-centric when it comes to images (the AK-47 being an exception). The new image adds a bit of variety. Secondly, this article is also about arms exports, and the new image I put in is an example of a naval system that has been exported, the previous image was not. [[User:Chwyatt|Chwyatt]] ([[User talk:Chwyatt|talk]]) 08:00, 11 August 2010 (UTC)"
Talk:Arms industry,Dwight Eisenhower would kick some asses around here,"He was a successful general and a president—i.e., someone with proven executive talent, and someone who would dress down and then fire someone who was too stupid to remain in a position under him. I wish he was here today so that some of the visitors to this article could tell him that [[Eisenhower's farewell address|his farewell presidential address]] was worthless and meaningless because, as one recent comical edit summary had it, ""what gov does with arms isn't about the industry that makes them"". When I have more time to devote to it, I will rewrite the ""risks""/""criticisms"" section so that it is more encyclopedic and cites, for example, that address directly. But the themes that were already here, albeit in a draft that people didn't approve of, are the same themes that will be covered therein. Just another instance of the general Wikipedian principle that there are those who work with existing valid content to fix its flaws, and then there are those who just delete it because they're lazy and, judging by some of the edit summaries, not very informed either. See you later—I'll be back to re-add the revised draft when I get time. —&nbsp;[[User:Three-quarter-ten|¾-10]] 03:26, 11 October 2011 (UTC)"
Talk:Arms industry,File:F-247 TCG Kemal Reis.jpg Nominated for Deletion,"{| |- | [[File:Image-x-generic.svg|100px]] | An image used in this article, [[commons:File:F-247 TCG Kemal Reis.jpg|File:F-247 TCG Kemal Reis.jpg]], has been nominated for deletion at [[Wikimedia Commons]] in the following category: ''Deletion requests November 2011'' ;What should I do? ''Don't panic''; a discussion will now take place over on Commons about whether to remove the file. This gives you an opportunity to contest the deletion, although please review Commons guidelines before doing so. * If the image is [[WP:NFCC|non-free]] then you may need to upload it to Wikipedia (Commons does not allow fair use) * If the image isn't freely licensed and there is no [[WP:FUR|fair use rationale]] then it cannot be uploaded or used.  ''This notification is provided by a Bot'' --[[User:CommonsNotificationBot|CommonsNotificationBot]] ([[User talk:CommonsNotificationBot|talk]]) 22:04, 27 November 2011 (UTC) |}"
Talk:Arms industry,Russian Arms exports are 14 Billion US Dollars in 2012,"http://en.rian.ru/world/20120210/171252979.html --[[User:Alibaba445|Alibaba445]] ([[User talk:Alibaba445|talk]]) 05:48, 11 February 2012 (UTC)  13 billion in 2011 http://en.rian.ru/mlitary_news/20120215/171331930.html --[[User:Alibaba445|Alibaba445]] ([[User talk:Alibaba445|talk]]) 12:22, 16 February 2012 (UTC)"
Talk:Arms industry,Iceland Place 10??,"The table of the world's largest arms exporters claims, that iceland is the worlds 10th largest exporter. But that's definetely false. Can someone remove that?"
Talk:Arms industry,Iceland Place 10??,"The table of the world's largest arms exporters claims, that iceland is the worlds 10th largest exporter. But that's definetely false. Can someone correct that? --[[Special:Contributions/41.135.177.117|41.135.177.117]] ([[User talk:41.135.177.117|talk]]) 20:15, 13 October 2012 (UTC)"
Talk:Arms industry,Removal of sourced information,"Recently an editor has undertaken to remove sourced information about Algeria. The edit-warring to blank Algeria from the table of top importers also removed the recent source which I added to replace the old one whose link  does not work. In their edit-summaries, the user removing the information leaves comments which are unclear at best. Their latest implies that the new source I added is wrong and that s/he has talked about it. But there is no trace of any comments of his on this talkpage regarding my source. I will consider any further removals of this cited information without engaging on this talkpage not only as edit-warring but also unjustified blanking. [[User:Dr.K.|Δρ.Κ.]]&nbsp;<small><sup style=""position:relative"">[[User talk:Dr.K.|λόγος]]<span style=""position:relative;bottom:-2.0ex;left:-5.2ex;*left:-5.5ex"">[[Special:Contributions/Dr.K.|πράξις]]</span></sup></small>  23:33, 23 January 2014 (UTC)"
Talk:Arms industry,Edit warring,"Will the two editors please stop edit warring over the ""'''Largest defense industry companies'''"" table. Note that the table is sourced from the Stockholm International Peace Research Institute for the year 2013. Please do not add alternative sources to the table as that would constitute [[WP:SYNTH]], and is against Wikipedia's policies. Cheers. [[User:Antiochus the Great|Antiochus the Great]] ([[User talk:Antiochus the Great|talk]]) 20:33, 8 January 2016 (UTC)"
Talk:Arms industry,External links modified,"Hello fellow Wikipedians,  I have just modified {{plural:7|one external link|7 external links}} on [[Arms industry]]. Please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=744921441 my edit]. If you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[User:Cyberpower678/FaQs#InternetArchiveBot|this simple FaQ]] for additional information. I made the following changes: *Corrected formatting/usage for http://www.fpa.org/newsletter_info2584/newsletter_info.htm *Added archive https://web.archive.org/web/20050520090124/http://www.sipri.org:80/contents/armstrad/ to http://www.sipri.org/contents/armstrad/ *Added archive https://web.archive.org/web/20100708205432/http://www.sipri.org:80/research/armaments/production/Top100/data/copy2_of_top1002008 to http://www.sipri.org/research/armaments/production/Top100/data/copy2_of_top1002008 *Added archive https://web.archive.org/web/20141226134428/http://www.sipri.org/research/armaments/production/recent-trends-in-arms-industry/Fact%20Sheet%20Top100%202013.pdf to http://www.sipri.org/research/armaments/production/recent-trends-in-arms-industry/Fact%20Sheet%20Top100%202013.pdf *Added archive https://web.archive.org/web/20071018160005/http://europa-eu-un.org:80/articles/en/article_7338_en.htm to http://www.europa-eu-un.org/articles/en/article_7338_en.htm *Added archive https://web.archive.org/web/20110524090136/http://www.sipri.org/research/armaments/production/Top100 to http://www.sipri.org/research/armaments/production/Top100 *Added archive https://web.archive.org/web/20070504104156/http://www.worldsecurityinstitute.org:80/showarticle.cfm?id=195 to http://www.worldsecurityinstitute.org/showarticle.cfm?id=195  When you have finished reviewing my changes, please set the ''checked'' parameter below to '''true''' or '''failed''' to let others know (documentation at {{tlx|Sourcecheck}}).  {{sourcecheck|checked=false}}  Cheers.—[[User:InternetArchiveBot|'''<span style=""color:darkgrey;font-family:monospace"">InternetArchiveBot</span>''']] <span style=""color:green;font-family:Rockwell"">([[User talk:InternetArchiveBot|Report bug]])</span> 07:42, 18 October 2016 (UTC)"
